genome_drug.genome_name	genome_drug.genome_id	genome_drug.antibiotic	genome_drug.measurement_sign	genome_drug.measurement_value	genome_drug.measurement_unit	genome_drug.resistant_phenotype	genome_drug.laboratory_typing_platform
Escherichia coli strain MUGSI_287	562.42861	ceftazidime	>=	16	mg/L	Resistant	
Escherichia coli strain MUGSI_287	562.42861	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_287	562.42861	ertapenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_287	562.42861	gentamicin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_287	562.42861	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_287	562.42861	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_287	562.42861	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	meropenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	cefepime	<=	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_60	562.42869	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_60	562.42869	tobramycin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_292	562.42862	amikacin	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_292	562.42862	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_292	562.42862	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_292	562.42862	cefoxitin	<=	8	mg/L	Susceptible	
Escherichia coli strain MUGSI_292	562.42862	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_292	562.42862	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_292	562.42862	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_292	562.42862	gentamicin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_292	562.42862	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_292	562.42862	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_292	562.42862	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_292	562.42862	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_201	562.42835	cefepime	==	8	mg/L	Susceptible	
Escherichia coli strain MUGSI_201	562.42835	ertapenem	==	1	mg/L	Intermediate	
Escherichia coli strain MUGSI_201	562.42835	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_201	562.42835	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_179	562.42834	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_179	562.42834	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_179	562.42834	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_179	562.42834	ertapenem	>=	2	mg/L	Resistant	
Escherichia coli strain MUGSI_179	562.42834	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_179	562.42834	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_81	562.42870	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_81	562.42870	ciprofloxacin	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_81	562.42870	imipenem	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_81	562.42870	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_132	562.42823	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_132	562.42823	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_132	562.42823	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_132	562.42823	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_132	562.42823	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_132	562.42823	doripenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_132	562.42823	imipenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_301	562.42863	amikacin	<=	16	mg/L	Susceptible	
Escherichia coli strain MUGSI_301	562.42863	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_301	562.42863	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_301	562.42863	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_301	562.42863	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_301	562.42863	ertapenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_301	562.42863	gentamicin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_301	562.42863	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_301	562.42863	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_123	562.42821	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_123	562.42821	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_123	562.42821	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_123	562.42821	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_123	562.42821	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_123	562.42821	gentamicin	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_123	562.42821	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_134	562.42824	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_134	562.42824	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_134	562.42824	colistin	==	1	mg/L		
Escherichia coli strain MUGSI_134	562.42824	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_134	562.42824	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_134	562.42824	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_138	562.42825	amikacin	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_138	562.42825	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_138	562.42825	imipenem	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_138	562.42825	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_138	562.42825	meropenem	>=	4	mg/L	Resistant	
Escherichia coli strain MUGSI_138	562.42825	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_138	562.42825	tigecycline	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_245	562.42847	cefepime	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_245	562.42847	cefoxitin	<=	8	mg/L	Susceptible	
Escherichia coli strain MUGSI_245	562.42847	ceftriaxone	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_245	562.42847	ertapenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_245	562.42847	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_247	562.42848	amikacin	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_247	562.42848	cefazolin	>=	8	mg/L	Resistant	
Escherichia coli strain MUGSI_247	562.42848	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_247	562.42848	levofloxacin	>=	8	mg/L	Resistant	
Escherichia coli strain MUGSI_247	562.42848	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_247	562.42848	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_247	562.42848	tobramycin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_93	562.42873	amikacin	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	doripenem	>=	4	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_93	562.42873	tobramycin	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_248	562.42849	amikacin	<	4	mg/L	Susceptible	
Escherichia coli strain MUGSI_248	562.42849	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_248	562.42849	ceftazidime	>=	16	mg/L	Resistant	
Escherichia coli strain MUGSI_248	562.42849	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_248	562.42849	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_248	562.42849	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_248	562.42849	gentamicin	>=	16	mg/L	Resistant	
Escherichia coli strain MUGSI_248	562.42849	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_248	562.42849	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_248	562.42849	tobramycin	==	8	mg/L	Intermediate	
Escherichia coli strain MUGSI_90	562.42872	amikacin	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_90	562.42872	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_90	562.42872	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_90	562.42872	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_106	562.42820	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_106	562.42820	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_106	562.42820	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_106	562.42820	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_106	562.42820	colistin	==	1	mg/L		
Escherichia coli strain MUGSI_106	562.42820	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_106	562.42820	gentamicin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_106	562.42820	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_106	562.42820	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_106	562.42820	tobramycin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_249	562.42850	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_249	562.42850	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_249	562.42850	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_249	562.42850	ceftazidime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_249	562.42850	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_249	562.42850	colistin	==	1	mg/L		
Escherichia coli strain MUGSI_249	562.42850	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_250	562.42852	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_250	562.42852	cefoxitin	<=	8	mg/L	Susceptible	
Escherichia coli strain MUGSI_250	562.42852	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_250	562.42852	gentamicin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_250	562.42852	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_242	562.42844	cefepime	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_242	562.42844	ceftazidime	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_242	562.42844	ertapenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_242	562.42844	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_243	562.42845	ampicillin	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_243	562.42845	cefazolin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_243	562.42845	cefoxitin	<	4	mg/L	Susceptible	
Escherichia coli strain MUGSI_243	562.42845	ciprofloxacin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_243	562.42845	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_243	562.42845	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_243	562.42845	tobramycin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_244	562.42846	amikacin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_244	562.42846	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_244	562.42846	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_244	562.42846	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_244	562.42846	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_244	562.42846	gentamicin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_244	562.42846	levofloxacin	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_244	562.42846	tetracycline	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_226	562.42843	amikacin	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_226	562.42843	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_226	562.42843	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_226	562.42843	cefoxitin	<=	8	mg/L	Susceptible	
Escherichia coli strain MUGSI_226	562.42843	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_226	562.42843	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_226	562.42843	ertapenem	==	1	mg/L	Intermediate	
Escherichia coli strain MUGSI_226	562.42843	imipenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_226	562.42843	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_226	562.42843	meropenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_226	562.42843	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_255	562.42853	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_255	562.42853	doripenem	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_255	562.42853	levofloxacin	>=	8	mg/L	Resistant	
Escherichia coli strain MUGSI_255	562.42853	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_255	562.42853	tetracycline	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_147	562.42827	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_147	562.42827	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_147	562.42827	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_147	562.42827	ceftazidime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_147	562.42827	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_147	562.42827	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_147	562.42827	doripenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_147	562.42827	polymyxin B	==	2	mg/L		
Escherichia coli strain MUGSI_147	562.42827	tetracycline	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_148	562.42828	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_148	562.42828	cefepime	>=	16	mg/L	Intermediate	
Escherichia coli strain MUGSI_148	562.42828	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_148	562.42828	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_148	562.42828	gentamicin	==	8	mg/L	Intermediate	
Escherichia coli strain MUGSI_148	562.42828	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_148	562.42828	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_148	562.42828	tobramycin	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_257	562.42854	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_257	562.42854	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_257	562.42854	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_257	562.42854	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_257	562.42854	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_257	562.42854	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_257	562.42854	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_257	562.42854	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_257	562.42854	tobramycin	>=	16	mg/L	Resistant	
Escherichia coli strain MUGSI_258	562.42855	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_258	562.42855	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_258	562.42855	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_258	562.42855	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_258	562.42855	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_258	562.42855	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_313	562.42864	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_313	562.42864	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_313	562.42864	ceftazidime	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_313	562.42864	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_313	562.42864	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_313	562.42864	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_313	562.42864	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_313	562.42864	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_205	562.42836	amikacin	<	4	mg/L	Susceptible	
Escherichia coli strain MUGSI_205	562.42836	cefazolin	==	4	mg/L	Intermediate	
Escherichia coli strain MUGSI_205	562.42836	ceftazidime	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_205	562.42836	ciprofloxacin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_205	562.42836	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_205	562.42836	ertapenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_205	562.42836	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_205	562.42836	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_206	562.42837	ampicillin	<=	8	mg/L	Susceptible	
Escherichia coli strain MUGSI_206	562.42837	cefepime	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_206	562.42837	cefotaxime	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_206	562.42837	ceftriaxone	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_206	562.42837	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_206	562.42837	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_206	562.42837	polymyxin B	==	4	mg/L		
Escherichia coli strain MUGSI_206	562.42837	tigecycline	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_154	562.42830	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_154	562.42830	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_154	562.42830	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_154	562.42830	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_154	562.42830	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_154	562.42830	doripenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_154	562.42830	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_154	562.42830	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_319	562.42865	amikacin	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_319	562.42865	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_319	562.42865	ceftazidime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_319	562.42865	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_319	562.42865	ciprofloxacin	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_319	562.42865	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_174	562.42833	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_174	562.42833	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_174	562.42833	ceftazidime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_174	562.42833	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_174	562.42833	colistin	==	0.25	mg/L		
Escherichia coli strain MUGSI_174	562.42833	doripenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_174	562.42833	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_174	562.42833	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_174	562.42833	tobramycin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_217	562.42841	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_217	562.42841	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_217	562.42841	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_217	562.42841	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_217	562.42841	tobramycin	>=	16	mg/L	Resistant	
Escherichia coli strain MUGSI_218	562.42842	amikacin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_218	562.42842	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_218	562.42842	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_218	562.42842	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_218	562.42842	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_218	562.42842	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_218	562.42842	colistin	==	1	mg/L		
Escherichia coli strain MUGSI_218	562.42842	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_218	562.42842	imipenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_218	562.42842	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_218	562.42842	tobramycin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_162	562.42831	doripenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_162	562.42831	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_162	562.42831	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_164	562.42832	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_164	562.42832	ceftriaxone	>	32	mg/L	Resistant	
